country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR,category
,Cranberry,0,0,0,1,unit,1,46.0,0.4,0.1,12.2,4.6,4.0,2.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Cranberry Juice,0,0,0,1,ml,100,46.0,0.1,0.1,12.2,0.1,10.5,2.0,0.5,0.45,0.4,22.5,3.6,2.48,49.5,0.76,0.7,0.68,1.84,1.89,fruits
,Cream Cheese,1,0,0,0,g,100,342.0,6.0,34.0,4.0,0.0,3.2,321.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
France,Creme Brulee,1,0,0,0,unit,1,245.0,3.9,17.0,21.0,0.0,19.0,52.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
France,Croissant,1,0,0,0,unit,1,231.0,4.7,12.0,26.0,1.2,6.0,313.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Croissant Sandwich,0,1,0,0,unit,1,340.0,14.0,20.0,27.0,1.2,6.0,520.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Crowberry,0,0,0,1,unit,1,40.0,0.6,0.4,9.5,3.5,4.0,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Cucumber,1,0,0,0,unit,1,18.88,0.84,0.19,0.77,2.24,0.23,6.87,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Cucumber Salad,0,0,0,1,g,100,20.0,0.8,0.2,4.0,0.8,2.0,10.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cumin seeds,1,0,0,0,g,100,304.49,13.91,16.64,15.84,30.35,1.38,125.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Curd,1,0,0,0,g,100,61.0,3.5,3.3,4.7,0.0,4.7,46.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
India,Curd Rice,1,0,0,0,unit,1,220.0,5.0,6.0,35.0,1.0,3.0,240.0,0.71,0.65,0.58,27.0,5.18,3.56,71.28,1.1,1.0,0.97,2.66,2.72,dairy
,Currants,1,0,0,0,g,100,54.25,1.51,0.53,8.89,4.07,6.33,1.45,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Curry leaves,0,1,0,0,g,100,63.58,7.41,1.06,3.66,16.83,0.6,18.66,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Custard apple,1,0,0,0,unit,1,98.95,1.62,0.67,13.69,5.1,13.35,3.11,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Custard Apple (Sitaphal),0,0,0,1,unit,1,94.0,2.1,0.3,23.6,4.4,18.0,9.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
India,Dahi Bhalla,1,0,0,0,unit,1,190.0,5.0,7.0,25.0,2.0,4.0,250.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dahi Puri,1,0,0,0,plate,1,210.0,6.0,9.0,30.0,2.0,8.0,420.0,1.31,1.2,1.09,60.0,9.6,6.6,132.0,2.03,1.86,1.8,4.91,5.03,general
India,Dal Baati Churma,1,0,0,0,unit,1,520.0,13.0,18.0,75.0,7.0,16.0,350.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dal Bafla,1,0,0,0,unit,1,420.0,11.0,12.0,66.0,6.0,3.0,320.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dal Dhokli,1,0,0,0,unit,1,280.0,8.0,8.0,44.0,5.0,4.0,260.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dal Fry,0,0,0,1,g,100,130.0,6.0,4.2,16.0,4.0,1.8,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Dal Khichdi,0,0,0,1,g,100,125.0,4.0,2.8,20.0,2.1,0.6,110.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Dal Makhani,1,0,0,0,g,100,160.0,7.0,8.0,16.0,5.0,2.0,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Dal Pitha,1,0,0,0,unit,1,160.0,5.0,3.0,28.0,2.0,1.0,90.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dal Tadka,0,0,0,1,g,100,125.0,6.2,4.0,15.0,4.2,2.0,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Dalia (broken wheat),0,0,0,1,g,100,342.0,12.3,1.3,75.0,12.5,0.4,5.0,0.34,0.31,0.28,18.0,2.45,1.68,33.66,0.52,0.47,0.46,1.25,1.29,grains
India,Dalma,1,0,0,0,g,100,110.0,4.0,4.0,15.0,4.0,2.0,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Damson,0,0,0,1,unit,1,46.0,0.7,0.2,11.4,1.4,9.9,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dark Chocolate,0,0,0,1,g,100,598.0,7.8,43.0,46.0,11.0,24.0,20.0,1.14,1.04,0.94,40.0,8.32,5.72,114.4,1.77,1.61,1.56,4.26,4.37,snacks
,Dates,1,0,0,0,g,100,305.77,2.0,0.37,65.36,8.19,64.14,2.65,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Daulat Ki Chaat,1,0,0,0,plate,1,120.0,3.0,5.0,15.0,0.0,12.0,30.0,1.31,1.2,1.09,60.0,9.6,6.6,132.0,2.03,1.86,1.8,4.91,5.03,general
,Dehrori,1,0,0,0,unit,1,140.0,2.0,5.0,22.0,0.5,10.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dekopon,0,0,0,1,unit,1,50.0,0.8,0.1,13.0,1.6,10.0,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dewberry,0,0,0,1,unit,1,43.0,1.5,0.4,9.7,5.0,4.8,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Dham,1,0,0,0,unit,1,420.0,12.0,10.0,68.0,7.0,8.0,420.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dharwad Peda,1,0,0,0,unit,1,110.0,3.0,4.0,16.0,0.0,14.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dhokla,1,0,0,0,unit,1,79.6,3.4,3.0,9.9,2.0,1.8,9.8,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Dhuska,1,0,0,0,unit,1,140.0,3.0,5.0,20.0,1.5,0.8,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
China,Dim Sum,0,1,0,0,unit,1,55.0,2.3,1.8,7.1,0.3,0.4,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dodol,1,0,0,0,unit,1,180.0,1.5,5.0,31.0,0.5,18.0,20.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dohneiiong (Pork Curry with Black Sesame),0,1,0,0,g,100,300.0,17.0,23.0,4.0,1.0,1.0,340.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
United States,Donut,1,0,0,0,unit,1,195.0,2.1,11.0,22.0,0.7,10.0,190.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dosa,1,0,0,0,unit,1,133.0,2.7,3.7,21.7,1.5,0.6,160.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Double Ka Meetha,1,0,0,0,unit,1,320.0,5.0,12.0,48.0,1.0,28.0,160.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dragon Fruit,0,0,0,1,unit,1,57.0,1.2,0.1,13.0,3.0,8.0,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Dragon Fruit Juice,0,0,0,1,ml,100,45.0,0.2,0.1,11.0,0.4,8.0,1.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Drumstick,1,0,0,0,unit,1,29.4,2.62,0.12,2.77,6.83,1.47,22.38,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Drumstick (Moringa),0,0,0,1,unit,1,37.0,2.1,0.2,8.5,3.2,2.5,42.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Drumstick leaves,1,0,0,0,g,100,67.4,6.41,1.64,2.51,8.21,0.02,9.34,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Dubki Kadhi,1,0,0,0,g,100,95.0,4.0,4.0,11.0,2.0,1.5,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Dubuk,1,0,0,0,g,100,120.0,6.0,4.0,14.0,3.0,1.0,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Duck,0,1,0,0,g,100,130.74,19.07,6.03,0.0,0.0,0.0,82.25,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Duck Curry,0,1,0,0,g,100,260.0,17.0,20.0,3.0,0.5,0.8,320.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Duck Roast,0,1,0,0,g,100,280.0,17.0,22.0,3.0,0.5,0.8,330.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Dum Aloo,1,0,0,0,g,100,140.0,3.0,7.0,17.0,2.0,2.0,170.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
China,Dumplings,0,1,0,0,unit,1,52.0,2.1,1.5,7.2,0.3,0.4,95.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Durian,0,0,0,1,unit,1,147.0,1.5,5.3,27.1,3.8,19.0,2.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Ecuador,Ecuadorian Ceviche,0,1,0,0,ml,100,82.0,8.0,2.0,7.1,0.5,2.0,310.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Egg,0,0,1,0,unit,1,171.14,13.97,12.93,0.0,0.0,0.0,129.14,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
India,Egg Bhurji,0,0,1,0,g,100,170.0,10.0,12.0,4.0,0.2,1.5,240.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
India,Egg Curry,0,0,1,0,g,100,150.0,8.0,10.0,5.0,0.3,1.5,220.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
China,Egg Drop Soup,0,0,1,0,ml,100,34.0,2.3,1.8,2.0,0.1,0.4,260.0,2.67,2.43,2.19,81.0,19.44,13.36,267.3,4.13,3.77,3.64,9.96,10.21,meat
China,Egg Fried Rice,0,0,1,0,g,100,181.0,5.4,5.8,27.1,1.3,1.1,360.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
India,Egg Hakka Noodles,0,0,1,0,g,100,190.0,6.8,6.4,27.0,1.7,2.0,390.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Egg Masala,0,0,1,0,g,100,165.0,9.0,11.0,5.0,0.2,1.5,230.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
India,Egg Roll,0,0,1,0,unit,1,300.0,9.0,12.0,37.0,1.8,2.0,340.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
,Eggplant,0,0,0,1,unit,1,25.0,1.0,0.2,5.9,3.0,3.5,2.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
Ecuador,Empanadas de Viento,1,0,0,0,unit,1,155.0,4.1,7.2,17.5,0.7,1.0,170.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Emu,1,0,0,0,g,100,132.89,22.65,4.62,0.0,0.0,0.0,48.48,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Ecuador,Encebollado,0,1,0,0,ml,100,65.0,5.4,2.1,5.4,0.6,1.2,240.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
Mexico,Enchiladas,0,1,0,0,unit,1,250.0,11.0,11.0,26.0,2.2,2.5,360.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
United States,Energy Drink,0,0,0,1,ml,100,45.0,0.0,0.0,11.0,0.0,11.0,80.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Eri meen,1,0,0,0,g,100,108.51,22.3,2.02,0.0,0.0,0.0,41.19,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Eromba,0,0,0,1,g,100,95.0,2.0,3.0,15.0,3.0,1.5,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Netherlands,Erwtensoep,0,1,0,0,ml,100,68.0,4.1,2.7,7.5,2.2,1.3,280.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
Italy,Espresso,0,0,0,1,unit,1,3.0,0.2,0.1,0.5,0.0,0.0,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Etrog,0,0,0,1,unit,1,40.0,0.9,0.2,9.5,3.0,2.5,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Fafda,1,0,0,0,unit,1,110.0,3.0,6.0,11.0,1.0,0.5,130.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Mexico,Fajitas,0,1,0,0,g,100,170.0,11.0,8.0,12.0,1.5,2.0,280.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Lebanon,Falafel,0,0,0,1,unit,1,57.0,2.0,3.0,5.5,1.6,0.3,95.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Ecuador,Fanesca,1,0,0,0,ml,100,74.0,3.4,2.8,8.8,1.3,1.5,210.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
India,Faraa,1,0,0,0,unit,1,110.0,3.0,1.5,21.0,1.5,0.5,60.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Brazil,Feijoada,0,1,0,0,g,100,176.0,10.0,9.0,13.0,3.0,0.8,280.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Feni,0,0,0,1,ml,100,80.0,0.0,0.0,0.0,0.0,0.0,5.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Fenugreek (Methi),0,0,0,1,unit,1,49.0,4.4,0.9,6.0,1.1,0.0,67.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Fenugreek leaves,1,0,0,0,g,100,34.42,3.68,0.83,1.48,4.9,0.88,47.01,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Fenugreek seeds,1,0,0,0,g,100,234.94,25.41,5.72,4.22,47.55,0.55,40.2,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Field beans,1,0,0,0,g,100,155.97,11.63,0.78,22.73,14.43,0.99,7.47,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Fig,1,0,0,0,unit,1,81.5,2.03,0.37,9.79,4.64,8.64,2.37,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Filter Coffee,1,0,0,0,ml,100,45.0,1.5,1.5,6.0,0.0,5.0,35.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
United Kingdom,Fish and Chips,0,1,0,0,g,100,232.0,11.0,11.0,22.0,1.6,0.7,300.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
India,Fish Curry,0,1,0,0,g,100,119.9,8.0,7.2,5.8,1.9,3.8,339.6,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Fish Fry,0,1,0,0,g,100,220.0,18.0,14.0,5.0,0.5,0.5,320.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
India,Fish Moilee,0,1,0,0,g,100,150.0,9.0,10.0,5.0,1.0,2.5,280.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Fish Tikka,0,1,0,0,g,100,210.0,20.0,12.0,4.0,0.3,0.5,290.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Flavored Yogurt,1,0,0,0,g,100,95.0,3.6,2.8,13.0,0.0,12.0,50.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
,Flax Seeds,0,0,0,1,g,100,534.0,18.3,42.2,28.9,27.3,1.6,30.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Fox Grape,0,0,0,1,unit,1,67.0,0.6,0.4,17.0,0.9,16.0,2.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Foxtail Millet,0,0,0,1,g,100,351.0,12.3,4.3,63.2,8.0,0.0,4.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Portugal,Francesinha,0,1,0,0,unit,1,790.0,35.0,48.0,48.0,2.0,5.0,1500.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Frankie,1,0,0,0,unit,1,280.0,7.5,11.0,36.0,2.0,2.0,320.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,French beans,1,0,0,0,g,100,23.3,2.31,0.23,1.79,4.28,1.03,9.01,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
United States,French Fries,0,0,0,1,g,100,312.0,3.4,15.0,41.0,3.8,0.3,210.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Fresh Tuna,0,1,0,0,g,100,132.0,29.0,1.0,0.0,0.0,0.0,37.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Fresh water Eel,1,0,0,0,g,100,107.79,20.41,2.63,0.0,0.0,0.0,88.67,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Fried Chicken,0,1,0,0,g,100,260.0,20.0,17.0,8.0,0.5,0.5,420.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Fried Chicken Wings,0,1,0,0,unit,1,105.0,6.5,7.8,1.8,0.0,0.4,190.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
,Fried Egg,0,0,1,0,unit,1,90.0,6.3,7.0,0.4,0.0,0.2,95.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
,Fried Momos,0,1,0,0,unit,1,65.0,2.5,2.5,8.0,0.4,0.5,115.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Fried Papad,0,0,0,1,unit,1,55.0,1.8,3.2,5.0,0.4,0.1,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Malta,Ftira,1,0,0,0,unit,1,260.0,7.0,8.0,37.0,2.0,2.2,300.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
United Kingdom,Full English Breakfast,0,1,0,0,g,100,215.0,11.0,15.0,8.0,1.1,1.4,420.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Gahat Dal,0,0,0,1,g,100,135.0,8.0,2.0,20.0,5.0,1.0,110.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Gajar Halwa,1,0,0,0,g,100,190.0,3.0,8.0,27.0,1.8,20.0,55.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Galho (Rice + Veg/Meat),0,1,0,0,unit,1,320.0,10.0,9.0,48.0,2.0,1.0,260.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Galia Melon,0,0,0,1,unit,1,36.0,0.6,0.2,9.1,0.8,8.1,18.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Galouti Kebab,0,1,0,0,g,100,290.0,18.0,22.0,4.0,0.5,0.8,380.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Garden cress,1,0,0,0,g,100,247.49,14.49,12.27,16.6,5.43,0.92,23.59,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Garelu (Medu Vada),1,0,0,0,unit,1,95.0,2.0,5.5,9.0,1.0,0.5,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Garlic,1,0,0,0,g,100,123.88,6.6,0.15,20.59,4.9,4.85,9.62,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Garlic Bread,1,0,0,0,unit,1,150.0,3.8,6.0,20.0,1.1,1.2,220.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Garlic Pickle,0,0,0,1,g,100,110.0,2.5,5.5,14.0,2.0,4.2,1420.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Garlic Sabzi,0,0,0,1,g,100,110.0,3.0,5.0,14.0,2.0,1.5,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Gathiya,0,0,0,1,unit,1,120.0,2.0,7.0,12.0,1.0,0.5,125.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Gatte Ki Sabzi,1,0,0,0,g,100,160.0,6.0,9.0,14.0,2.0,2.0,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Spain,Gazpacho,0,0,0,1,ml,100,31.0,0.8,1.6,3.8,0.8,2.6,170.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
China,General Tso's Chicken,0,1,0,0,g,100,248.0,12.7,13.4,19.0,0.7,8.8,470.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
India,Ghanta Tarkari,1,0,0,0,g,100,100.0,3.0,4.0,13.0,3.0,2.0,150.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Ghari,1,0,0,0,unit,1,220.0,4.0,10.0,28.0,0.5,18.0,30.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Ghee,1,0,0,0,g,100,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Ghewar,1,0,0,0,unit,1,220.0,3.0,9.0,31.0,0.5,18.0,40.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Ghugni,0,0,0,1,g,100,150.0,6.0,4.0,22.0,5.0,2.0,160.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Gingelly oil,1,0,0,0,ml,100,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Gingelly seeds,1,0,0,0,g,100,514.58,20.83,43.12,9.15,17.12,1.02,14.43,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Ginger,1,0,0,0,g,100,54.97,2.22,0.85,5.11,5.36,1.31,10.03,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Goan Fish Curry,0,1,0,0,g,100,125.0,8.0,8.0,5.5,1.5,3.0,320.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Goat,1,0,0,0,g,100,124.08,17.27,6.1,0.0,0.0,0.0,73.77,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
